SalesID,CustID,VehicleID,Bank Name,LoanID,LoanAmount,EMIAmount,LoanTerm,InterestRate,LoanStartDate,LoanEndDate
SO220168,13324,887,Andhra Bank,LDB1068,44198,1939.027683,24,10,03-01-2022,03-01-2024
SO220176,17658,880,Axis,LDB1076,95932.2,4180.808966,24,8.7,04-01-2022,04-01-2024
SO220177,11957,918,HDFC,LDB1077,93079,4056.464021,24,8.7,04-01-2022,04-01-2024
SO220178,17504,882,Axis,LDB1078,77465.5,4058.888967,20,9,04-01-2022,04-09-2023
SO220180,16969,982,ICICI,LDB1080,43988,3086.524462,15,9.7,04-01-2022,04-04-2023
SO220181,12405,993,HDFC,LDB1081,48650,4277.107914,12,10,04-01-2022,04-01-2023
SO220185,14096,870,Andhra Bank,LDB1085,52521,3058.388719,18,9,04-01-2022,04-07-2023
SO220186,16055,1009,HDFC,LDB1086,68075,2966.767888,24,8.7,04-01-2022,04-01-2024
SO220187,17276,850,ICICI,LDB1087,34064.8,1971.350715,18,7.8,04-01-2022,04-07-2023
SO220188,16174,924,Canara Bank,LDB1088,51100,2687.106557,20,9.7,04-01-2022,04-09-2023
SO220190,11238,892,ICICI,LDB1090,6353.9,554.7743809,12,8.7,04-01-2022,04-01-2023
SO220191,12904,976,HDFC,LDB1091,24150,1413.588187,18,10,04-01-2022,04-07-2023
SO220193,14262,935,Andhra Bank,LDB1093,137088,9599.040936,15,9.3,04-01-2022,04-04-2023
SO220194,17234,970,Canara Bank,LDB1094,49700,4334.823188,12,8.5,04-01-2022,04-01-2023
SO220197,15171,932,Axis,LDB1097,127449,11127.88053,12,8.7,05-01-2022,05-01-2023
SO220198,13002,949,Andhra Bank,LDB1098,127050,8826.615695,15,7.8,05-01-2022,05-04-2023
SO220199,17919,862,HDFC,LDB1099,124600,8724.618498,15,9.3,05-01-2022,05-04-2023
SO220200,12589,1013,ICICI,LDB1100,77000,3366.040578,24,9.3,05-01-2022,05-01-2024
SO220201,15623,932,Axis,LDB1101,127449,5528.792041,24,7.8,05-01-2022,05-01-2024
SO220203,14816,907,ICICI,LDB1103,63357,3311.113588,20,8.5,05-01-2022,05-09-2023
SO220204,11211,858,Canara Bank,LDB1104,161700,7014.615046,24,7.8,05-01-2022,05-01-2024
SO220208,14977,954,Andhra Bank,LDB1108,54250,3170.53241,18,9.7,05-01-2022,05-07-2023
SO220210,12825,905,HDFC,LDB1110,58450,3043.651354,20,7.8,05-01-2022,05-09-2023
SO220211,14889,930,Andhra Bank,LDB1111,128030,5579.659092,24,8.7,05-01-2022,05-01-2024
SO220212,14012,879,HDFC,LDB1112,91166.6,6383.577887,15,9.3,05-01-2022,05-04-2023
SO220213,13513,946,ICICI,LDB1113,55300,2413.723979,24,9,05-01-2022,05-01-2024
SO220215,13806,986,Canara Bank,LDB1115,58800,4100.04943,15,8.5,05-01-2022,05-04-2023
SO220216,13667,997,Axis,LDB1116,58261,2546.868703,24,9.3,05-01-2022,05-01-2024
SO220220,15280,968,Andhra Bank,LDB1120,55300,4843.763327,12,9.3,06-01-2022,06-01-2023
SO220222,12381,942,ICICI,LDB1122,49700,2169.296234,24,9,06-01-2022,06-01-2024
SO220223,17311,899,ICICI,LDB1123,107099.3,4662.70519,24,8.5,06-01-2022,06-01-2024
SO220226,16562,936,Canara Bank,LDB1126,133238,11620.98938,12,8.5,06-01-2022,06-01-2023
SO220227,15664,990,ICICI,LDB1127,59563,2583.868373,24,7.8,06-01-2022,06-01-2024
SO220229,12429,1001,Canara Bank,LDB1129,64750,2836.324798,24,9.7,06-01-2022,06-01-2024
SO220230,11805,862,Axis,LDB1130,124600,6538.647773,20,9.3,06-01-2022,06-09-2023
SO220232,13688,844,HDFC,LDB1132,75811.4,3992.717463,20,10,06-01-2022,06-09-2023
SO220233,13537,983,Andhra Bank,LDB1133,48279,2807.0051,18,8.7,06-01-2022,06-07-2023
SO220234,16246,869,HDFC,LDB1134,48300,2816.963081,18,9.3,06-01-2022,06-07-2023
SO220235,15179,872,Andhra Bank,LDB1135,37237.2,2599.221238,15,8.7,06-01-2022,06-04-2023
SO220236,17376,983,Axis,LDB1136,47929,2520.358712,20,9.7,06-01-2022,06-09-2023
SO220237,16788,888,Axis,LDB1137,41398,2889.652305,15,8.7,06-01-2022,06-04-2023
SO220245,16085,982,Axis,LDB1145,44338,2323.137642,20,9,07-01-2022,07-09-2023
SO220246,17195,947,Andhra Bank,LDB1146,77350,4492.573306,18,8.5,07-01-2022,07-07-2023
SO220248,11965,966,ICICI,LDB1148,87500,6117.241093,15,9,07-01-2022,07-04-2023
SO220249,17541,937,Canara Bank,LDB1149,37800,2201.159414,18,9,07-01-2022,07-07-2023
SO220250,17660,1006,Andhra Bank,LDB1150,67249,2939.77744,24,9.3,07-01-2022,07-01-2024
SO220251,14375,1015,Andhra Bank,LDB1151,93100,6508.744523,15,9,07-01-2022,07-04-2023
SO220252,17091,992,ICICI,LDB1152,51450,2239.941643,24,8.5,07-01-2022,07-01-2024
SO220257,13604,1010,ICICI,LDB1157,68390,2980.495863,24,8.7,07-01-2022,07-01-2024
SO220259,15415,914,Canara Bank,LDB1159,65800,3447.662431,20,9,07-01-2022,07-09-2023
SO220260,15385,871,HDFC,LDB1160,36631,2136.401131,18,9.3,07-01-2022,07-07-2023
SO220261,14446,921,Canara Bank,LDB1161,52136,4566.626488,12,9.3,07-01-2022,07-01-2023
SO220263,17543,882,HDFC,LDB1163,77465.5,4527.315731,18,9.7,07-01-2022,07-07-2023
SO220265,14116,974,Axis,LDB1165,53900,3138.690276,18,9,07-01-2022,07-07-2023
SO220268,15754,913,HDFC,LDB1168,61250,5364.927735,12,9.3,08-01-2022,08-01-2023
SO220269,17505,1000,HDFC,LDB1169,60151,3508.139674,18,9.3,08-01-2022,08-07-2023
SO220270,17739,925,Axis,LDB1170,49700,2165.969358,24,8.7,08-01-2022,08-01-2024
SO220272,11172,920,Andhra Bank,LDB1172,57750,3375.082888,18,9.7,08-01-2022,08-07-2023
SO220274,15786,962,Axis,LDB1174,89600,6273.882965,15,9.3,08-01-2022,08-04-2023
SO220275,16333,971,ICICI,LDB1175,52150,2262.289268,24,7.8,08-01-2022,08-01-2024
SO220276,16106,992,HDFC,LDB1176,51800,3008.601128,18,8.5,08-01-2022,08-07-2023
SO220277,12303,992,HDFC,LDB1177,51450,2705.511397,20,9.7,08-01-2022,08-09-2023
SO220280,16885,956,Axis,LDB1180,81550,7143.018071,12,9.3,08-01-2022,08-01-2023
SO220281,14468,930,ICICI,LDB1181,128030,6691.002931,20,8.5,08-01-2022,08-09-2023
SO220287,15776,879,HDFC,LDB1187,91166.6,3985.330844,24,9.3,08-01-2022,08-01-2024
SO220290,17946,983,Axis,LDB1190,47929,3342.028386,15,8.5,09-01-2022,09-04-2023
SO220293,14532,843,Canara Bank,LDB1193,81074.7,7090.102244,12,9,09-01-2022,09-01-2023
SO220295,17909,852,ICICI,LDB1195,118650,6866.347737,18,7.8,09-01-2022,09-07-2023
SO220296,12480,915,Andhra Bank,LDB1196,50750,2215.126436,24,9,09-01-2022,09-01-2024
SO220297,12034,905,Andhra Bank,LDB1197,58450,4101.285687,15,9.7,09-01-2022,09-04-2023
SO220298,14095,868,ICICI,LDB1198,38866.1,1692.08544,24,8.5,09-01-2022,09-01-2024
SO220299,12623,982,Axis,LDB1199,43988,2301.238223,20,8.7,09-01-2022,09-09-2023
SO220300,17559,870,Axis,LDB1200,52521,2766.094728,20,10,09-01-2022,09-09-2023
SO220302,11853,983,Andhra Bank,LDB1202,48279,3354.113964,15,7.8,09-01-2022,09-04-2023
SO220304,12357,940,HDFC,LDB1204,44800,3911.596384,12,8.7,09-01-2022,09-01-2023
SO220305,17454,856,Axis,LDB1205,138250,12058.13493,12,8.5,09-01-2022,09-01-2023
SO220306,17838,977,ICICI,LDB1206,50750,2642.691296,20,7.8,09-01-2022,09-09-2023
SO220307,16871,936,ICICI,LDB1207,132888,7718.281597,18,8.5,09-01-2022,09-07-2023
SO220308,15074,894,HDFC,LDB1208,85750,7538.78733,12,10,09-01-2022,09-01-2023
SO220309,15079,886,ICICI,LDB1209,43183,1873.296979,24,7.8,09-01-2022,09-01-2024
SO220310,12465,999,HDFC,LDB1210,64750,3371.709584,20,7.8,09-01-2022,09-09-2023
SO220312,17415,946,ICICI,LDB1212,55300,2398.937613,24,7.8,10-01-2022,10-01-2024
SO220317,14872,918,ICICI,LDB1217,93079,8170.141501,12,9.7,10-01-2022,10-01-2023
SO220318,16517,878,HDFC,LDB1218,73782.8,4312.087718,18,9.7,10-01-2022,10-07-2023
SO220319,11810,955,ICICI,LDB1219,57400,3347.695255,18,9.3,10-01-2022,10-07-2023
SO220320,17001,923,Canara Bank,LDB1220,65310,3413.179734,20,8.5,10-01-2022,10-09-2023
SO220322,13034,850,HDFC,LDB1222,33714.8,2365.680525,15,9.7,10-01-2022,10-04-2023
SO220323,13482,923,ICICI,LDB1223,65310,2843.354494,24,8.5,10-01-2022,10-01-2024
SO220324,14565,992,HDFC,LDB1224,51800,3640.366116,15,10,10-01-2022,10-04-2023
SO220325,15374,1008,ICICI,LDB1225,68964,4015.893064,18,9,10-01-2022,10-07-2023
SO220327,13130,1006,Axis,LDB1227,67249,3905.896086,18,8.5,10-01-2022,10-07-2023
SO220328,12033,994,Axis,LDB1228,47600,4184.796232,12,10,10-01-2022,10-01-2023
SO220330,12816,992,ICICI,LDB1230,51450,2242.235884,24,8.7,10-01-2022,10-01-2024
SO220332,15313,967,HDFC,LDB1232,52500,3049.2579,18,8.5,10-01-2022,10-07-2023
SO220333,11829,1010,Canara Bank,LDB1233,68390,4798.74984,15,9.7,10-01-2022,10-04-2023
SO220335,11985,1015,Andhra Bank,LDB1235,92750,8098.226889,12,8.7,11-01-2022,11-01-2023
SO220336,15881,996,Andhra Bank,LDB1236,58800,2579.637716,24,10,11-01-2022,11-01-2024
SO220338,11514,979,ICICI,LDB1238,44450,3887.218142,12,9,11-01-2022,11-01-2023
SO220339,15185,907,Canara Bank,LDB1239,63357,2769.639389,24,9.3,11-01-2022,11-01-2024
SO220342,13224,889,ICICI,LDB1242,46858,2728.622429,18,9,11-01-2022,11-07-2023
SO220345,14181,995,ICICI,LDB1245,50050,3511.879361,15,9.7,11-01-2022,11-04-2023
SO220346,13483,928,Andhra Bank,LDB1246,44800,3917.826159,12,9,11-01-2022,11-01-2023
SO220348,15052,996,ICICI,LDB1248,58800,3085.654005,20,9.3,11-01-2022,11-09-2023
SO220349,14150,891,Axis,LDB1249,39012.4,2283.539039,18,10,11-01-2022,11-07-2023
SO220352,12814,1006,Andhra Bank,LDB1252,67249,4701.466815,15,9,11-01-2022,11-04-2023
SO220353,17683,962,Canara Bank,LDB1253,89250,5197.18195,18,9,11-01-2022,11-07-2023
SO220354,16263,945,HDFC,LDB1254,37450,2601.784792,15,7.8,11-01-2022,11-04-2023
SO220355,17482,867,HDFC,LDB1255,200900,14096.63464,15,9.7,11-01-2022,11-04-2023
SO220356,13820,930,Andhra Bank,LDB1256,128380,5589.18772,24,8.5,12-01-2022,12-01-2024
SO220358,13346,879,HDFC,LDB1258,91166.6,7959.976404,12,8.7,12-01-2022,12-01-2023
SO220362,11728,918,ICICI,LDB1262,93079,5428.573636,18,9.3,12-01-2022,12-07-2023
SO220363,16426,842,Axis,LDB1263,65289,3821.604934,18,10,12-01-2022,12-07-2023
SO220365,11028,965,Axis,LDB1265,80150,7009.235863,12,9,12-01-2022,12-01-2023
SO220366,15944,872,HDFC,LDB1266,36887.2,1615.815909,24,9.7,12-01-2022,12-01-2024
SO220367,15859,941,Canara Bank,LDB1267,46900,3290.851989,15,9.7,12-01-2022,12-04-2023
SO220368,13451,1009,HDFC,LDB1268,68075,5915.44406,12,7.8,12-01-2022,12-01-2023
SO220369,11548,948,Andhra Bank,LDB1269,101150,7060.445689,15,8.7,12-01-2022,12-04-2023
SO220370,17235,1003,Andhra Bank,LDB1270,64050,2778.516349,24,7.8,12-01-2022,12-01-2024
SO220371,11303,897,Canara Bank,LDB1271,56699.3,4976.861634,12,9.7,12-01-2022,12-01-2023
SO220372,17607,997,HDFC,LDB1272,58261,3052.648342,20,9,12-01-2022,12-09-2023
SO220373,14859,945,Canara Bank,LDB1273,37100,1615.196015,24,8.5,12-01-2022,12-01-2024
SO220375,14815,905,Axis,LDB1275,58800,3072.959246,20,8.5,12-01-2022,12-09-2023
SO220379,15113,989,Andhra Bank,LDB1279,50575,3548.717256,15,9.7,13-01-2022,13-04-2023
SO220380,13166,920,Canara Bank,LDB1280,58100,3044.212572,20,9,13-01-2022,13-09-2023
SO220381,12411,956,ICICI,LDB1281,81550,5665.568752,15,7.8,13-01-2022,13-04-2023
SO220384,17470,955,Axis,LDB1284,57050,2493.930065,24,9.3,13-01-2022,13-01-2024
SO220387,14478,907,Axis,LDB1287,63357,3311.113588,20,8.5,13-01-2022,13-09-2023
SO220389,12835,929,Axis,LDB1289,46488.4,2707.099982,18,9,13-01-2022,13-07-2023
SO220391,13167,987,Axis,LDB1291,52500,2746.544665,20,8.7,13-01-2022,13-09-2023
SO220393,11835,885,Axis,LDB1293,54249.3,2371.497989,24,9.3,13-01-2022,13-01-2024
SO220394,13733,895,Axis,LDB1294,86718.1,6072.089401,15,9.3,13-01-2022,13-04-2023
SO220395,13127,943,Axis,LDB1295,48650,3401.186048,15,9,13-01-2022,13-04-2023
SO220396,15476,891,Canara Bank,LDB1296,39012.4,2283.539039,18,10,13-01-2022,13-07-2023
SO220398,11284,892,Canara Bank,LDB1298,6703.9,351.8012905,20,9.3,13-01-2022,13-09-2023
SO220399,13559,905,Andhra Bank,LDB1299,58450,3398.360531,18,8.7,14-01-2022,14-07-2023
SO220400,15747,883,ICICI,LDB1300,91298.2,4771.354556,20,8.5,14-01-2022,14-09-2023
SO220401,12942,890,Canara Bank,LDB1301,51184,2230.643372,24,8.7,14-01-2022,14-01-2024
SO220402,12993,931,HDFC,LDB1302,132650,5819.539848,24,10,14-01-2022,14-01-2024
SO220403,12517,1007,Andhra Bank,LDB1303,66829,4659.901417,15,8.5,14-01-2022,14-04-2023
SO220404,15574,936,Axis,LDB1304,132888,6944.887897,20,8.5,14-01-2022,14-09-2023
SO220405,14072,895,Andhra Bank,LDB1305,86368.1,6047.582046,15,9.3,14-01-2022,14-04-2023
SO220409,16721,951,ICICI,LDB1309,54250,3170.53241,18,9.7,14-01-2022,14-07-2023
SO220411,11073,972,ICICI,LDB1311,54250,4769.436882,12,10,14-01-2022,14-01-2023
SO220413,13859,850,HDFC,LDB1313,34064.8,2960.09429,12,7.8,14-01-2022,14-01-2023
SO220414,13468,857,Andhra Bank,LDB1314,197400,17217.18506,12,8.5,14-01-2022,14-01-2023
SO220417,17805,956,Axis,LDB1317,81900,5734.721148,15,9.3,14-01-2022,14-04-2023
SO220421,12454,843,Andhra Bank,LDB1321,81074.7,5697.714107,15,10,14-01-2022,14-04-2023
SO220422,17749,1015,Canara Bank,LDB1322,92750,4847.227383,20,8.5,14-01-2022,14-09-2023
SO220423,14569,862,Andhra Bank,LDB1323,124600,8697.29642,15,8.7,15-01-2022,15-04-2023
SO220425,15495,907,Andhra Bank,LDB1325,63357,5549.48125,12,9.3,15-01-2022,15-01-2023
SO220430,15646,884,Canara Bank,LDB1330,57749.3,4012.049412,15,7.8,15-01-2022,15-04-2023
SO220432,16561,934,HDFC,LDB1332,133350,7745.115066,18,8.5,15-01-2022,15-07-2023
SO220433,13255,994,Canara Bank,LDB1333,47950,3346.993285,15,8.7,15-01-2022,15-04-2023
SO220435,11464,901,Axis,LDB1335,81900,3569.273449,24,8.7,15-01-2022,15-01-2024
SO220439,11284,866,Andhra Bank,LDB1339,193900,16911.91582,12,8.5,15-01-2022,15-01-2023
SO220440,13790,989,Andhra Bank,LDB1340,50575,3513.625256,15,7.8,15-01-2022,15-04-2023
SO220442,15817,889,ICICI,LDB1342,46858,3267.348914,15,8.5,15-01-2022,15-04-2023
SO220443,14577,988,ICICI,LDB1343,30800,1782.414752,18,7.8,15-01-2022,15-07-2023
SO220444,13248,863,Canara Bank,LDB1344,138250,8029.71247,18,8.5,15-01-2022,15-07-2023
SO220445,15047,901,ICICI,LDB1345,81900,4739.602863,18,7.8,15-01-2022,15-07-2023
SO220446,11790,900,Andhra Bank,LDB1346,78750,4132.572328,20,9.3,15-01-2022,15-09-2023
SO220447,15047,983,HDFC,LDB1347,48279,4237.757835,12,9.7,16-01-2022,16-01-2023
SO220448,11721,905,HDFC,LDB1348,58450,2555.130803,24,9.3,16-01-2022,16-01-2024
SO220452,13740,843,Axis,LDB1352,81424.7,4259.744293,20,8.7,16-01-2022,16-09-2023
SO220454,15372,928,HDFC,LDB1354,44800,1955.421958,24,9,16-01-2022,16-01-2024
SO220455,15143,947,Axis,LDB1355,77700,6805.794041,12,9.3,16-01-2022,16-01-2023
SO220456,13680,911,Canara Bank,LDB1356,51450,3596.937763,15,9,16-01-2022,16-04-2023
SO220457,12457,936,Axis,LDB1357,133238,11695.1548,12,9.7,16-01-2022,16-01-2023
SO220460,11006,875,Axis,LDB1360,65187.5,3815.663766,18,10,16-01-2022,16-07-2023
SO220461,17424,917,HDFC,LDB1361,75600,5252.201075,15,7.8,16-01-2022,16-04-2023
SO220463,12731,921,ICICI,LDB1363,52136,4576.311491,12,9.7,16-01-2022,16-01-2023
SO220464,17136,910,HDFC,LDB1364,75600,5252.201075,15,7.8,16-01-2022,16-04-2023
SO220465,13264,977,Axis,LDB1365,50750,4431.105279,12,8.7,16-01-2022,16-01-2023
SO220466,16702,848,Canara Bank,LDB1366,31229.8,1361.021929,24,8.7,16-01-2022,16-01-2024
SO220468,15733,962,HDFC,LDB1368,89600,3900.850753,24,8.5,16-01-2022,16-01-2024
SO220470,12319,936,HDFC,LDB1370,133238,5815.547116,24,9,16-01-2022,16-01-2024
SO220472,15938,899,Axis,LDB1372,106749.3,4676.072383,24,9.7,17-01-2022,17-01-2024
SO220473,15371,905,ICICI,LDB1373,58450,3403.644649,18,9,17-01-2022,17-07-2023
SO220476,11172,972,Axis,LDB1376,54250,2364.262327,24,8.7,17-01-2022,17-01-2024
SO220478,11340,904,ICICI,LDB1378,54936.7,3204.030138,18,9.3,17-01-2022,17-07-2023
SO220480,13169,856,HDFC,LDB1380,138600,12185.14197,12,10,17-01-2022,17-01-2023
SO220482,15411,879,Canara Bank,LDB1382,91516.6,8032.999621,12,9.7,17-01-2022,17-01-2023
SO220483,12536,887,Axis,LDB1383,43848,2305.758284,20,9.7,17-01-2022,17-09-2023
SO220485,12734,849,ICICI,LDB1385,30312.8,1321.058269,24,8.7,17-01-2022,17-01-2024
SO220487,11404,1000,Canara Bank,LDB1387,60501,2650.200566,24,9.7,17-01-2022,17-01-2024
SO220488,17035,970,Andhra Bank,LDB1388,49350,2161.739441,24,9.7,17-01-2022,17-01-2024
SO220489,13384,998,ICICI,LDB1389,47929,2790.988613,18,9,17-01-2022,17-07-2023
SO220491,17065,902,Andhra Bank,LDB1391,79225.3,5524.279695,15,8.5,17-01-2022,17-04-2023
SO220492,14040,854,Andhra Bank,LDB1392,186200,9806.493371,20,10,17-01-2022,17-09-2023
SO220493,12920,1011,Axis,LDB1393,58275,5104.345531,12,9.3,17-01-2022,17-01-2023
SO220495,16923,951,Andhra Bank,LDB1395,54600,3190.987458,18,9.7,18-01-2022,18-07-2023
SO220496,14032,899,Canara Bank,LDB1396,106749.3,4683.240144,24,10,18-01-2022,18-01-2024
SO220499,14385,990,Andhra Bank,LDB1399,59913,3488.837671,18,9,18-01-2022,18-07-2023
SO220501,17985,864,Andhra Bank,LDB1401,131600,7663.295738,18,9,18-01-2022,18-07-2023
SO220502,16598,854,HDFC,LDB1402,186200,13037.91304,15,9.3,18-01-2022,18-04-2023
SO220503,14219,934,Canara Bank,LDB1403,133350,6969.032577,20,8.5,18-01-2022,18-09-2023
SO220504,15953,862,Axis,LDB1404,124600,5430.1767,24,8.7,18-01-2022,18-01-2024
SO220506,13573,935,ICICI,LDB1406,136738,7146.093562,20,8.5,18-01-2022,18-09-2023
SO220510,16651,1013,Andhra Bank,LDB1410,77000,4028.265509,20,8.7,18-01-2022,18-09-2023
SO220514,13249,921,ICICI,LDB1414,52136,2735.946551,20,9.3,18-01-2022,18-09-2023
SO220515,17466,996,Andhra Bank,LDB1415,58450,3394.840462,18,8.5,18-01-2022,18-07-2023
SO220516,11467,915,Axis,LDB1416,50750,4454.653372,12,9.7,18-01-2022,18-01-2023
SO220517,12705,909,HDFC,LDB1417,56665,3291.165693,18,8.5,18-01-2022,18-07-2023
SO220518,15778,948,ICICI,LDB1418,101500,4452.946058,24,10,18-01-2022,18-01-2024
SO220519,14397,850,Andhra Bank,LDB1419,33714.8,1772.901373,20,9.7,19-01-2022,19-09-2023
SO220523,13635,842,Axis,LDB1423,65289,3778.314179,18,7.8,19-01-2022,19-07-2023
SO220525,13682,941,Canara Bank,LDB1425,46900,2451.050827,20,8.5,19-01-2022,19-09-2023
SO220526,16123,901,ICICI,LDB1426,81900,4761.774637,18,8.7,19-01-2022,19-07-2023
SO220528,13330,982,Canara Bank,LDB1428,44338,2565.867054,18,7.8,19-01-2022,19-07-2023
SO220530,16539,990,Canara Bank,LDB1430,59913,2628.466573,24,10,19-01-2022,19-01-2024
SO220531,11079,911,Axis,LDB1431,51800,3021.09084,18,9.3,19-01-2022,19-07-2023
SO220533,16511,950,Canara Bank,LDB1433,52850,3072.769103,18,8.7,19-01-2022,19-07-2023
SO220534,13689,846,ICICI,LDB1434,86905,4560.523151,20,9.3,19-01-2022,19-09-2023
SO220535,11787,856,Andhra Bank,LDB1435,138600,9725.204384,15,9.7,19-01-2022,19-04-2023
SO220536,15150,851,Canara Bank,LDB1436,34729.8,2424.200363,15,8.7,19-01-2022,19-04-2023
SO220537,15490,969,ICICI,LDB1437,53900,3744.62484,15,7.8,19-01-2022,19-04-2023
SO220539,14066,965,Axis,LDB1439,80150,3510.910156,24,9.7,19-01-2022,19-01-2024
SO220540,15637,923,Axis,LDB1440,65310,3400.870316,20,7.8,19-01-2022,19-09-2023
SO220542,11617,853,Axis,LDB1442,127750,6693.599933,20,9,20-01-2022,20-09-2023
SO220543,17469,876,Canara Bank,LDB1443,68134.5,2966.322719,24,8.5,20-01-2022,20-01-2024
SO220544,11499,863,ICICI,LDB1444,138600,8050.040856,18,8.5,20-01-2022,20-07-2023
SO220547,11477,911,Andhra Bank,LDB1447,51450,2988.272742,18,8.5,20-01-2022,20-07-2023
SO220550,16294,952,ICICI,LDB1450,56700,3963.972229,15,9,20-01-2022,20-04-2023
SO220551,15729,976,ICICI,LDB1451,23800,1659.543817,15,8.5,20-01-2022,20-04-2023
SO220552,15414,900,HDFC,LDB1452,78750,6923.376119,12,10,20-01-2022,20-01-2023
SO220553,14179,936,Canara Bank,LDB1453,133238,11670.40394,12,9.3,20-01-2022,20-01-2023
SO220557,17693,882,ICICI,LDB1457,77465.5,4033.840445,20,7.8,20-01-2022,20-09-2023
SO220558,12204,922,HDFC,LDB1458,60578,4250.601957,15,9.7,20-01-2022,20-04-2023
SO220560,14464,879,Canara Bank,LDB1460,91516.6,4014.960426,24,10,20-01-2022,20-01-2024
SO220562,16836,1002,Andhra Bank,LDB1462,63000,2749.812128,24,9,20-01-2022,20-01-2024
SO220563,12230,945,ICICI,LDB1463,37100,1940.891563,20,8.7,20-01-2022,20-09-2023
SO220564,11306,946,HDFC,LDB1464,55300,2398.937613,24,7.8,20-01-2022,20-01-2024
SO220567,16423,1003,Canara Bank,LDB1467,64050,3335.25867,20,7.8,20-01-2022,20-09-2023
SO220568,17509,986,HDFC,LDB1468,58450,5138.683609,12,10,21-01-2022,21-01-2023
SO220570,11902,975,Canara Bank,LDB1470,34300,2007.704961,18,10,21-01-2022,21-07-2023
SO220571,16752,914,Axis,LDB1471,65800,2864.687272,24,8.5,21-01-2022,21-01-2024
