SalesID,CustID,VehicleID,Bank Name,LoanID,LoanAmount,EMIAmount,LoanTerm,InterestRate,LoanStartDate,LoanEndDate
SO240190,26624,934,HDFC,LDE3090,133000,9346.885974,15,10,04-01-2024,04-04-2025
SO240192,28669,1005,HDFC,LDE3092,68950,2991.080442,24,7.8,04-01-2024,04-01-2026
SO240193,29468,994,Andhra Bank,LDE3093,47950,2774.895693,18,7.8,04-01-2024,04-07-2025
SO240196,28727,992,ICICI,LDE3096,51450,3006.892028,18,9.7,04-01-2024,04-07-2025
SO240199,29912,907,Canara Bank,LDE3099,63007,4411.814107,15,9.3,04-01-2024,04-04-2025
SO240200,25740,882,HDFC,LDE3100,77465.5,4499.281673,18,8.5,04-01-2024,04-07-2025
SO240201,27788,939,Canara Bank,LDE3101,54950,2861.396782,20,7.8,04-01-2024,04-09-2025
SO240203,25377,939,HDFC,LDE3103,54950,2383.754464,24,7.8,04-01-2024,04-01-2026
SO240206,25812,953,HDFC,LDE3106,52500,2299.722809,24,9.7,04-01-2024,04-01-2026
SO240209,30153,969,Axis,LDE3109,53550,3757.46533,15,9.7,04-01-2024,04-04-2025
SO240211,25445,895,HDFC,LDE3111,86368.1,3769.778553,24,9,04-01-2024,04-01-2026
SO240213,28077,934,Andhra Bank,LDE3113,133000,11649.55737,12,9.3,05-01-2024,05-01-2025
SO240215,26111,959,Andhra Bank,LDE3115,50400,4395.877036,12,8.5,05-01-2024,05-01-2025
SO240216,26336,909,ICICI,LDE3116,56665,2458.151896,24,7.8,05-01-2024,05-01-2026
SO240217,28517,966,HDFC,LDE3117,86800,6068.303165,15,9,05-01-2024,05-04-2025
SO240218,30636,847,Axis,LDE3118,93800,5448.007448,18,8.5,05-01-2024,05-07-2025
SO240225,26874,843,Axis,LDE3125,81074.7,4745.599925,18,10,05-01-2024,05-07-2025
SO240226,29159,984,Canara Bank,LDE3126,47915,3341.052184,15,8.5,05-01-2024,05-04-2025
SO240227,30722,974,Canara Bank,LDE3127,53550,2345.717266,24,9.7,05-01-2024,05-01-2026
SO240228,27948,994,HDFC,LDE3128,47600,2506.923117,20,10,05-01-2024,05-09-2025
SO240229,25822,1005,Andhra Bank,LDE3129,68950,4812.82976,15,8.7,05-01-2024,05-04-2025
SO240231,26976,857,ICICI,LDE3131,196700,13801.93147,15,9.7,05-01-2024,05-04-2025
SO240232,27562,955,ICICI,LDE3132,57050,4009.322142,15,10,05-01-2024,05-04-2025
SO240237,27554,854,HDFC,LDE3137,186550,8142.499245,24,9,05-01-2024,05-01-2026
SO240238,29073,982,HDFC,LDE3138,44338,1945.169678,24,10,05-01-2024,05-01-2026
SO240240,28715,935,ICICI,LDE3140,136738,7950.128697,18,8.7,06-01-2024,06-07-2025
SO240241,28902,930,HDFC,LDE3141,128030,8927.369532,15,8.5,06-01-2024,06-04-2025
SO240243,25244,935,ICICI,LDE3143,136738,11957.94003,12,9,06-01-2024,06-01-2025
SO240244,27970,971,Andhra Bank,LDE3144,51800,4522.783319,12,8.7,06-01-2024,06-01-2025
SO240245,26774,856,Canara Bank,LDE3145,138250,12090.16666,12,9,06-01-2024,06-01-2025
SO240246,26907,846,Andhra Bank,LDE3146,86905,7628.209877,12,9.7,06-01-2024,06-01-2025
SO240252,29259,889,Axis,LDE3152,46508,2449.411352,20,10,06-01-2024,06-09-2025
SO240254,26976,1004,Andhra Bank,LDE3154,66150,5794.121954,12,9.3,06-01-2024,06-01-2025
SO240255,26160,916,ICICI,LDE3155,48594,2108.02847,24,7.8,06-01-2024,06-01-2026
SO240256,27739,873,Andhra Bank,LDE3156,39096.4,1696.018526,24,7.8,06-01-2024,06-01-2026
SO240260,26842,899,Canara Bank,LDE3160,106749.3,5584.604199,20,8.7,06-01-2024,06-09-2025
SO240261,30458,998,Andhra Bank,LDE3161,47929,4180.356954,12,8.5,06-01-2024,06-01-2025
SO240262,30672,1005,ICICI,LDE3162,68600,4783.391001,15,8.5,06-01-2024,06-04-2025
SO240264,27971,949,Andhra Bank,LDE3164,127050,8868.310675,15,8.7,06-01-2024,06-04-2025
SO240266,29684,841,HDFC,LDE3166,63800.8,2777.649539,24,8.5,06-01-2024,06-01-2026
SO240267,28605,942,Canara Bank,LDE3167,49350,2855.914545,18,7.8,06-01-2024,06-07-2025
SO240271,26147,898,Axis,LDE3171,48299.3,4230.567415,12,9.3,07-01-2024,07-01-2025
SO240273,27954,964,ICICI,LDE3173,158550,8350.265972,20,10,07-01-2024,07-09-2025
SO240274,30204,891,Andhra Bank,LDE3174,39012.4,1698.454798,24,8.5,07-01-2024,07-01-2026
SO240275,25391,951,Axis,LDE3175,54250,4736.698746,12,8.7,07-01-2024,07-01-2025
SO240276,30885,918,Canara Bank,LDE3176,92729,5391.387061,18,8.7,07-01-2024,07-07-2025
SO240278,28446,860,ICICI,LDE3178,103250,6043.60167,18,10,07-01-2024,07-07-2025
SO240281,30225,875,Canara Bank,LDE3181,64487.5,2829.156245,24,10,07-01-2024,07-01-2026
SO240285,28477,905,HDFC,LDE3185,58450,3043.651354,20,7.8,07-01-2024,07-09-2025
SO240286,28960,1012,Axis,LDE3186,68593,2998.530148,24,9.3,07-01-2024,07-01-2026
SO240288,25470,856,ICICI,LDE3188,138250,12154.37141,12,10,07-01-2024,07-01-2025
SO240290,29852,980,Canara Bank,LDE3190,49000,3443.589569,15,10,07-01-2024,07-04-2025
SO240291,29028,987,HDFC,LDE3191,51800,2997.697537,18,7.8,07-01-2024,07-07-2025
SO240293,27390,954,ICICI,LDE3193,54250,3812.545595,15,10,07-01-2024,07-04-2025
SO240294,29119,1014,ICICI,LDE3194,76300,3997.82133,20,9,07-01-2024,07-09-2025
SO240295,29946,950,ICICI,LDE3195,52850,4621.810547,12,9,07-01-2024,07-01-2025
SO240297,25657,983,ICICI,LDE3197,47929,2099.49361,24,9.7,08-01-2024,08-01-2026
SO240298,27916,898,Axis,LDE3198,48649.3,4277.046373,12,10,08-01-2024,08-01-2025
SO240299,29068,999,Andhra Bank,LDE3199,64400,3763.728796,18,9.7,08-01-2024,08-07-2025
SO240300,30664,906,ICICI,LDE3200,60900,3537.139164,18,8.5,08-01-2024,08-07-2025
SO240301,30530,924,ICICI,LDE3201,50400,2186.373521,24,7.8,08-01-2024,08-01-2026
SO240302,26002,944,Andhra Bank,LDE3202,38150,1665.164011,24,9,08-01-2024,08-01-2026
SO240306,28476,998,Andhra Bank,LDE3206,48279,2821.569294,18,9.7,08-01-2024,08-07-2025
SO240307,26093,925,HDFC,LDE3207,49000,2563.441687,20,8.7,08-01-2024,08-09-2025
SO240309,29709,1012,HDFC,LDE3209,68943,3612.343328,20,9,08-01-2024,08-09-2025
SO240312,30876,898,ICICI,LDE3212,48649.3,4227.428758,12,7.8,08-01-2024,08-01-2025
SO240313,26201,922,Andhra Bank,LDE3213,60228,2624.788782,24,8.7,08-01-2024,08-01-2026
SO240315,27887,843,HDFC,LDE3215,80724.7,5652.425448,15,9.3,08-01-2024,08-04-2025
SO240316,29603,906,Andhra Bank,LDE3216,60900,2641.868004,24,7.8,08-01-2024,08-01-2026
SO240318,30094,888,Canara Bank,LDE3218,41398,2419.423055,18,9.7,08-01-2024,08-07-2025
SO240319,26089,1002,HDFC,LDE3219,62300,4362.309249,15,9.3,08-01-2024,08-04-2025
SO240322,26753,918,Andhra Bank,LDE3222,93079,4846.878091,20,7.8,08-01-2024,08-09-2025
SO240325,26024,948,Canara Bank,LDE3225,100800,4406.453121,24,9.3,09-01-2024,09-01-2026
SO240327,26191,911,ICICI,LDE3227,51450,2691.613772,20,8.7,09-01-2024,09-09-2025
SO240328,26568,995,Axis,LDE3228,50050,2909.973389,18,8.7,09-01-2024,09-07-2025
SO240329,25425,902,HDFC,LDE3229,78875.3,6923.391548,12,9.7,09-01-2024,09-01-2025
SO240330,26490,978,Canara Bank,LDE3230,48314,2524.948181,20,8.5,09-01-2024,09-09-2025
SO240332,28614,951,Andhra Bank,LDE3232,54250,3782.7837,15,8.5,09-01-2024,09-04-2025
SO240333,26609,891,Andhra Bank,LDE3233,39362.4,3433.179965,12,8.5,09-01-2024,09-01-2025
SO240334,26226,909,Axis,LDE3234,56315,2470.617313,24,10,09-01-2024,09-01-2026
SO240335,29118,1015,Canara Bank,LDE3235,92400,5380.611901,18,9,09-01-2024,09-07-2025
SO240336,25257,911,ICICI,LDE3236,51100,3585.555152,15,9.7,09-01-2024,09-04-2025
SO240338,25450,862,Axis,LDE3238,123900,10766.41232,12,7.8,09-01-2024,09-01-2025
SO240339,29810,864,Andhra Bank,LDE3239,131250,6901.814788,20,9.7,09-01-2024,09-09-2025
SO240343,25191,870,Canara Bank,LDE3243,52521,2756.150238,20,9.3,09-01-2024,09-09-2025
SO240344,27306,936,Axis,LDE3244,132538,7745.917504,18,9.7,09-01-2024,09-07-2025
SO240345,30376,934,HDFC,LDE3245,133350,5805.563035,24,8.5,09-01-2024,09-01-2026
SO240347,30019,913,Andhra Bank,LDE3247,61250,2666.597195,24,8.5,09-01-2024,09-01-2026
SO240348,27174,942,ICICI,LDE3248,49350,3455.537102,15,9.3,09-01-2024,09-04-2025
SO240349,27688,870,HDFC,LDE3249,52521,3662.222723,15,8.5,09-01-2024,09-04-2025
SO240350,28449,920,Canara Bank,LDE3250,57750,4026.834261,15,8.5,09-01-2024,09-04-2025
SO240353,29909,943,HDFC,LDE3253,48300,2539.867842,20,9.7,10-01-2024,10-09-2025
SO240356,29131,994,Axis,LDE3256,47950,4182.188569,12,8.5,10-01-2024,10-01-2025
SO240358,29362,976,HDFC,LDE3258,23800,1245.100248,20,8.7,10-01-2024,10-09-2025
SO240361,26223,997,Canara Bank,LDE3261,57561,5041.805802,12,9.3,10-01-2024,10-01-2025
SO240368,27886,900,ICICI,LDE3268,78750,5505.516984,15,9,10-01-2024,10-04-2025
SO240370,30031,939,Canara Bank,LDE3270,54600,4762.200122,12,8.5,10-01-2024,10-01-2025
SO240371,26114,947,HDFC,LDE3271,77000,4009.600586,20,7.8,10-01-2024,10-09-2025
SO240374,27408,904,Axis,LDE3274,54236.7,3785.815865,15,8.7,10-01-2024,10-04-2025
SO240376,28801,880,Andhra Bank,LDE3276,95582.2,6664.825588,15,8.5,10-01-2024,10-04-2025
SO240377,29283,973,HDFC,LDE3277,56350,4896.588656,12,7.8,10-01-2024,10-01-2025
SO240378,26742,941,Andhra Bank,LDE3278,46900,2054.419043,24,9.7,10-01-2024,10-01-2026
SO240380,30025,987,ICICI,LDE3280,52150,3664.963185,15,10,11-01-2024,11-04-2025
SO240381,29732,945,Andhra Bank,LDE3281,37100,2593.710224,15,9,11-01-2024,11-04-2025
SO240383,29145,845,ICICI,LDE3283,90764.8,5304.566638,18,9.7,11-01-2024,11-07-2025
SO240385,26808,956,ICICI,LDE3285,81200,4721.075708,18,8.7,11-01-2024,11-07-2025
SO240386,25805,941,Canara Bank,LDE3286,47250,2751.449268,18,9,11-01-2024,11-07-2025
SO240391,25879,925,Axis,LDE3291,49350,2878.201409,18,9.3,11-01-2024,11-07-2025
SO240394,29631,983,Canara Bank,LDE3294,47929,2511.291986,20,9,11-01-2024,11-09-2025
SO240398,30578,990,Axis,LDE3298,59213,3118.538625,20,10,11-01-2024,11-09-2025
SO240399,27376,1010,Axis,LDE3299,68040,2980.440761,24,9.7,11-01-2024,11-01-2026
SO240402,25950,849,HDFC,LDE3302,30662.8,1334.944269,24,8.5,11-01-2024,11-01-2026
SO240403,29575,965,Axis,LDE3303,79800,4618.074584,18,7.8,11-01-2024,11-07-2025
SO240404,30129,918,HDFC,LDE3304,93079,6490.280627,15,8.5,11-01-2024,11-04-2025
SO240405,30398,938,Canara Bank,LDE3305,44450,3118.94181,15,9.7,11-01-2024,11-04-2025
SO240406,27277,870,ICICI,LDE3306,52171,2726.519674,20,8.5,11-01-2024,11-09-2025
SO240407,28171,983,Axis,LDE3307,48279,2825.947167,18,10,11-01-2024,11-07-2025
SO240408,25565,885,ICICI,LDE3308,54249.3,2376.349573,24,9.7,12-01-2024,12-01-2026
SO240409,25612,843,Andhra Bank,LDE3309,81074.7,7071.317697,12,8.5,12-01-2024,12-01-2025
SO240411,29962,997,HDFC,LDE3311,57561,5052.498576,12,9.7,12-01-2024,12-01-2025
SO240413,30306,917,Andhra Bank,LDE3313,74900,3938.635639,20,9.7,12-01-2024,12-09-2025
SO240414,28412,999,Andhra Bank,LDE3314,64750,3760.75141,18,8.5,12-01-2024,12-07-2025
SO240417,30026,900,ICICI,LDE3317,78750,5514.15495,15,9.3,12-01-2024,12-04-2025
SO240418,28613,841,Andhra Bank,LDE3318,63800.8,2767.705947,24,7.8,12-01-2024,12-01-2026
SO240420,30218,953,HDFC,LDE3320,52500,3057.165853,18,9,12-01-2024,12-07-2025
SO240421,25449,958,Andhra Bank,LDE3321,47950,2521.463003,20,9.7,12-01-2024,12-09-2025
SO240422,29534,907,Andhra Bank,LDE3322,63357,2779.559639,24,10,12-01-2024,12-01-2026
SO240423,25028,901,HDFC,LDE3323,81550,4288.327588,20,9.7,12-01-2024,12-09-2025
SO240424,30729,854,Andhra Bank,LDE3324,186200,8077.435507,24,7.8,12-01-2024,12-01-2026
SO240425,29636,876,Canara Bank,LDE3325,68134.5,5942.676268,12,8.5,12-01-2024,12-01-2025
SO240427,29434,954,Andhra Bank,LDE3327,54250,3768.940586,15,7.8,12-01-2024,12-04-2025
SO240429,28714,1014,Andhra Bank,LDE3329,76300,3335.44021,24,9.3,12-01-2024,12-01-2026
SO240435,27179,857,Axis,LDE3335,196700,13823.55241,15,10,12-01-2024,12-04-2025
SO240437,25856,960,Andhra Bank,LDE3337,76650,4022.370399,20,9.3,13-01-2024,13-09-2025
SO240438,29120,974,Canara Bank,LDE3338,53550,2788.494953,20,7.8,13-01-2024,13-09-2025
SO240441,29920,933,ICICI,LDE3341,134400,5887.290392,24,9.7,13-01-2024,13-01-2026
SO240443,28541,897,Andhra Bank,LDE3343,55999.3,3890.470683,15,7.8,13-01-2024,13-04-2025
SO240446,30853,968,Andhra Bank,LDE3346,54600,3823.147432,15,9.3,13-01-2024,13-04-2025
SO240447,30576,850,Andhra Bank,LDE3347,33714.8,1479.115131,24,10,13-01-2024,13-01-2026
SO240449,29349,1013,Andhra Bank,LDE3349,76300,4004.003411,20,9.3,13-01-2024,13-09-2025
SO240452,28118,854,Canara Bank,LDE3352,186550,16340.03705,12,9.3,13-01-2024,13-01-2025
SO240453,29007,881,Canara Bank,LDE3353,111961.5,9775.629432,12,8.7,13-01-2024,13-01-2025
SO240456,28884,903,Andhra Bank,LDE3356,85750,3719.871615,24,7.8,13-01-2024,13-01-2026
SO240459,25360,868,ICICI,LDE3359,38516.1,3368.289824,12,9,13-01-2024,13-01-2025
SO240460,30701,859,Canara Bank,LDE3360,214550,14999.47516,15,9,13-01-2024,13-04-2025
SO240461,25356,870,Andhra Bank,LDE3361,52521,4580.870195,12,8.5,13-01-2024,13-01-2025
SO240462,27568,984,HDFC,LDE3362,48265,2101.278589,24,8.5,13-01-2024,13-01-2026
SO240463,30011,920,ICICI,LDE3363,57400,3354.62784,18,9.7,13-01-2024,13-07-2025
SO240464,27060,865,Canara Bank,LDE3364,144200,6284.361798,24,8.7,14-01-2024,14-01-2026
SO240466,30222,867,ICICI,LDE3366,200200,8684.761485,24,7.8,14-01-2024,14-01-2026
SO240467,27345,921,Canara Bank,LDE3367,51786,2996.887349,18,7.8,14-01-2024,14-07-2025
SO240469,30510,982,Andhra Bank,LDE3369,44338,2323.137642,20,9,14-01-2024,14-09-2025
SO240470,29745,1002,Andhra Bank,LDE3370,62300,2729.0044,24,9.7,14-01-2024,14-01-2026
SO240474,27266,889,Axis,LDE3374,46508,4056.417643,12,8.5,14-01-2024,14-01-2025
SO240475,27965,938,Andhra Bank,LDE3375,44450,1928.25998,24,7.8,14-01-2024,14-01-2026
SO240477,27194,903,Andhra Bank,LDE3377,85750,4985.618744,18,8.7,14-01-2024,14-07-2025
SO240478,26697,862,Canara Bank,LDE3378,123900,10835.23797,12,9,14-01-2024,14-01-2025
SO240479,29848,952,ICICI,LDE3379,56000,4889.49548,12,8.7,14-01-2024,14-01-2025
SO240480,29548,916,Axis,LDE3380,48944,2147.241299,24,10,14-01-2024,14-01-2026
SO240482,26582,984,HDFC,LDE3382,48265,3368.980832,15,8.7,14-01-2024,14-04-2025
SO240485,25321,905,HDFC,LDE3385,58100,4076.72709,15,9.7,14-01-2024,14-04-2025
SO240488,26635,898,Axis,LDE3388,48649.3,4254.453129,12,9,14-01-2024,14-01-2025
SO240489,26319,1006,Canara Bank,LDE3389,66899,4701.483645,15,10,14-01-2024,14-04-2025
SO240490,29691,957,Andhra Bank,LDE3390,87150,5074.895316,18,9,14-01-2024,14-07-2025
SO240493,28252,998,Canara Bank,LDE3393,47929,4180.356954,12,8.5,15-01-2024,15-01-2025
SO240497,27985,998,Axis,LDE3397,47929,2805.460382,18,10,15-01-2024,15-07-2025
SO240498,27253,1001,Andhra Bank,LDE3398,64750,5683.523267,12,9.7,15-01-2024,15-01-2025
SO240499,26135,993,Axis,LDE3399,48300,2822.796597,18,9.7,15-01-2024,15-07-2025
SO240502,28411,1006,Canara Bank,LDE3402,67249,5912.2555,12,10,15-01-2024,15-01-2025
SO240504,28362,853,Canara Bank,LDE3404,127750,8977.929949,15,10,15-01-2024,15-04-2025
SO240505,25870,912,HDFC,LDE3405,58100,5048.656627,12,7.8,15-01-2024,15-01-2025
SO240510,26922,1010,Andhra Bank,LDE3410,68040,4726.980967,15,7.8,15-01-2024,15-04-2025
SO240513,29628,959,Andhra Bank,LDE3413,50400,4430.960716,12,10,15-01-2024,15-01-2025
SO240515,29238,959,ICICI,LDE3415,50400,2207.733897,24,9.7,15-01-2024,15-01-2026
SO240517,26164,851,Andhra Bank,LDE3417,34729.8,1819.705573,20,9,15-01-2024,15-09-2025
SO240518,25536,865,HDFC,LDE3418,144200,10097.0304,15,9.3,15-01-2024,15-04-2025
SO240521,28411,928,HDFC,LDE3421,44800,3132.02744,15,9,16-01-2024,16-04-2025
SO240522,30649,849,HDFC,LDE3422,30312.8,1767.909699,18,9.3,16-01-2024,16-07-2025
SO240523,30942,967,Axis,LDE3423,52150,2284.391324,24,9.7,16-01-2024,16-01-2026
SO240526,28758,1009,ICICI,LDE3426,68075,2966.767888,24,8.7,16-01-2024,16-01-2026
SO240527,29656,1014,Andhra Bank,LDE3427,76300,5342.603462,15,9.3,16-01-2024,16-04-2025
SO240529,27314,951,Axis,LDE3429,54250,2353.388165,24,7.8,16-01-2024,16-01-2026
SO240531,28244,936,HDFC,LDE3431,132538,6944.47239,20,9,16-01-2024,16-09-2025
SO240532,30401,844,Andhra Bank,LDE3432,75461.4,6599.210869,12,9,16-01-2024,16-01-2025
SO240534,25189,909,Andhra Bank,LDE3434,56315,4943.129155,12,9.7,16-01-2024,16-01-2025
SO240535,29267,925,ICICI,LDE3435,49000,2125.640923,24,7.8,16-01-2024,16-01-2026
SO240537,30397,928,Axis,LDE3437,44800,2350.97448,20,9.3,16-01-2024,16-09-2025
SO240539,26462,921,HDFC,LDE3439,51436,3006.073826,18,9.7,16-01-2024,16-07-2025
SO240541,25305,989,ICICI,LDE3441,49875,2904.30756,18,9,16-01-2024,16-07-2025
SO240542,26708,994,Andhra Bank,LDE3442,47600,3339.969182,15,9.7,16-01-2024,16-04-2025
SO240544,25136,876,HDFC,LDE3444,68134.5,5967.945613,12,9.3,16-01-2024,16-01-2025
SO240546,25394,934,Canara Bank,LDE3446,133350,5811.509333,24,8.7,16-01-2024,16-01-2026
SO240549,28318,937,HDFC,LDE3449,37800,1649.887277,24,9,17-01-2024,17-01-2026
SO240550,30894,996,Canara Bank,LDE3450,58450,3415.992984,18,9.7,17-01-2024,17-07-2025
SO240553,27017,1013,Axis,LDE3453,76300,3997.82133,20,9,17-01-2024,17-09-2025
SO240555,25488,907,ICICI,LDE3455,63007,3318.355144,20,10,17-01-2024,17-09-2025
SO240556,29938,932,Axis,LDE3456,127449,6688.155056,20,9.3,17-01-2024,17-09-2025
SO240557,28475,933,Andhra Bank,LDE3457,134750,9469.871316,15,10,17-01-2024,17-04-2025
SO240558,29518,881,Andhra Bank,LDE3458,111961.5,7778.363897,15,7.8,17-01-2024,17-04-2025
SO240560,26307,853,HDFC,LDE3460,127750,6693.599933,20,9,17-01-2024,17-09-2025
SO240562,25553,882,Canara Bank,LDE3462,77465.5,3372.559755,24,8.5,17-01-2024,17-01-2026
SO240563,30329,898,ICICI,LDE3463,48649.3,2562.186026,20,10,17-01-2024,17-09-2025
SO240564,28608,904,Andhra Bank,LDE3464,54236.7,2856.45456,20,10,17-01-2024,17-09-2025
SO240565,27085,991,Canara Bank,LDE3465,61593,2692.526459,24,9.3,17-01-2024,17-01-2026
SO240566,28848,998,Andhra Bank,LDE3466,48279,4195.251175,12,7.8,17-01-2024,17-01-2025
SO240567,27471,900,Axis,LDE3467,78750,5525.684309,15,9.7,17-01-2024,17-04-2025
SO240569,27314,1008,Andhra Bank,LDE3469,68264,3995.742609,18,10,17-01-2024,17-07-2025
SO240573,27720,916,Canara Bank,LDE3473,48594,2108.02847,24,7.8,17-01-2024,17-01-2026
SO240575,30508,1000,Canara Bank,LDE3475,59801,4202.655099,15,10,17-01-2024,17-04-2025
SO240576,26691,977,Andhra Bank,LDE3476,50050,4376.946412,12,9,18-01-2024,18-01-2025
SO240577,30926,905,ICICI,LDE3477,58100,2548.927744,24,10,18-01-2024,18-01-2026
SO240579,27066,967,HDFC,LDE3479,52150,3028.929514,18,8.5,18-01-2024,18-07-2025
SO240581,27465,923,Andhra Bank,LDE3481,65310,3779.529462,18,7.8,18-01-2024,18-07-2025
SO240582,28943,903,Andhra Bank,LDE3482,85400,4942.149994,18,7.8,18-01-2024,18-07-2025
SO240584,26837,894,Axis,LDE3484,85750,7451.330564,12,7.8,18-01-2024,18-01-2025
SO240587,29915,895,Canara Bank,LDE3487,86018.1,5027.155279,18,9.7,18-01-2024,18-07-2025
SO240588,26009,865,Axis,LDE3488,144550,12621.01021,12,8.7,18-01-2024,18-01-2025
SO240591,25397,853,Axis,LDE3491,127750,8907.845487,15,8.5,18-01-2024,18-04-2025
SO240592,25170,906,Andhra Bank,LDE3492,61250,3544.57479,18,7.8,18-01-2024,18-07-2025
SO240593,26036,850,ICICI,LDE3493,33714.8,1775.638898,20,10,18-01-2024,18-09-2025
